home_wins_5,home_draws_5,home_losses_5,home_gf_5,home_ga_5,away_wins_5,away_draws_5,away_losses_5,away_gf_5,away_ga_5,home_home_wins,home_home_draws,home_home_losses,away_away_wins,away_away_draws,away_away_losses,h2h_home_ratio,h2h_draw_ratio,elo_diff,elo_home_expected,home_pts_per_game,away_pts_per_game,result
1,3,1,5,5,2,2,1,5,2,0,3,0,0,1,2,0.0,0.0,-43.28,0.5809,1.1053,1.4211,1
1,1,3,2,7,1,1,3,6,10,1,1,1,1,0,2,1.0,0.0,127.24,0.7872,1.4737,0.6316,0
1,1,3,4,5,0,2,3,1,7,1,1,1,0,2,1,1.0,0.0,25.33,0.6729,0.7368,0.6842,0
2,1,2,4,6,4,1,0,11,2,1,0,2,2,1,0,0.0,0.0,-212.62,0.3434,1.3158,2.5263,2
2,1,2,7,8,1,2,2,5,8,2,1,0,0,2,1,0.45,0.27,5.59,0.6474,1.0,1.0,1
1,1,3,8,12,3,1,1,8,5,2,1,0,1,0,2,0.45,0.27,-153.12,0.4241,1.0625,2.125,0
2,2,1,6,3,0,1,4,6,14,1,2,0,0,1,2,0.0,0.0,194.77,0.8451,1.6471,0.7059,0
1,0,4,4,9,0,2,3,2,7,1,0,2,0,1,2,0.0,0.0,14.9,0.6596,0.9412,0.8235,2
1,1,3,2,5,0,2,3,3,9,1,1,1,0,1,2,1.0,0.0,59.72,0.7149,1.0588,0.6471,2
4,1,0,11,1,1,3,1,3,4,2,1,0,1,0,2,1.0,0.0,104.76,0.7647,1.8235,1.1176,0
1,1,3,4,6,3,0,2,7,6,1,1,1,1,0,2,0.0,1.0,39.98,0.6912,1.1176,0.9412,0
3,1,1,8,4,4,1,0,13,5,3,0,0,2,1,0,0.0,0.0,-148.33,0.4309,1.5294,2.3529,2
0,2,3,3,6,4,1,0,14,7,0,2,1,2,1,0,0.0,0.0,-358.18,0.1845,0.2632,2.5263,1
0,4,1,3,5,2,1,2,6,5,0,2,1,1,0,2,0.0,0.0,-102.6,0.4963,0.7895,1.3684,2
2,0,3,6,8,3,1,1,9,7,2,0,1,1,1,1,0.0,0.0,-123.45,0.4663,1.3,2.1,1
1,1,3,4,9,4,0,1,13,7,2,0,1,1,1,1,0.0,0.0,-97.23,0.504,1.55,1.95,1
3,1,1,8,5,1,2,2,4,6,2,0,1,0,1,2,0.0,0.0,94.13,0.7535,1.5789,1.1053,0
1,2,2,4,6,3,1,1,6,5,1,2,0,1,1,1,0.0,0.0,-151.13,0.4269,0.7895,1.6842,0
3,1,1,4,2,1,2,2,7,9,3,0,0,0,1,2,1.0,0.0,105.76,0.7657,1.7368,0.8947,1
3,1,1,11,5,1,2,2,4,5,3,0,0,1,0,2,1.0,0.0,60.02,0.7153,2.0526,1.5263,0
3,1,1,9,5,0,1,4,5,10,3,0,0,0,0,3,0.0,0.0,130.95,0.7908,1.5789,1.0,0
4,1,0,7,3,1,1,3,5,7,2,1,0,0,1,2,0.0,0.0,238.25,0.8751,2.4211,1.0,0
1,1,3,4,8,0,3,2,3,8,1,0,2,0,2,1,0.0,0.0,67.17,0.7236,1.0,0.75,0
1,2,2,2,5,1,3,1,8,6,0,2,1,1,2,0,0.0,0.0,-175.42,0.3931,0.6471,1.7647,2
0,1,4,5,11,3,0,2,9,7,0,0,3,1,0,2,0.0,0.0,-224.45,0.3282,0.5882,1.5882,1
3,1,1,9,7,1,1,3,4,7,2,1,0,1,1,1,0.0,0.0,24.12,0.6714,1.2353,1.1765,1
3,1,1,6,3,1,1,3,8,12,1,2,0,0,0,3,1.0,0.0,-1.74,0.6378,1.4706,1.4118,0
2,1,2,8,9,2,1,2,7,7,2,1,0,1,0,2,0.0,0.0,-117.72,0.4745,1.0,2.0,0
3,1,1,9,6,3,2,0,10,2,2,0,1,2,1,0,0.0,0.0,-121.26,0.4694,1.9412,2.6471,2
1,1,3,2,6,2,1,2,6,4,0,2,1,1,0,2,1.0,0.0,-14.41,0.6207,1.2105,1.4,2
1,0,4,5,15,2,2,1,5,4,2,0,1,0,1,2,1.0,0.0,-41.45,0.5835,0.95,0.95,1
3,1,1,9,4,4,1,0,8,2,1,2,0,1,2,0,0.0,1.0,-97.08,0.5042,1.45,2.05,0
2,2,1,6,5,1,3,1,5,3,2,1,0,1,1,1,0.0,1.0,-130.22,0.4566,0.85,1.6,2
1,1,3,4,6,1,2,2,8,8,2,0,1,0,2,1,1.0,0.0,135.1,0.7947,2.0,1.05,0
0,0,5,4,12,2,1,2,8,8,1,0,2,1,1,1,0.0,1.0,-37.0,0.5897,1.0,1.0,0
1,1,3,4,7,2,0,3,5,5,1,2,0,0,1,2,0.0,0.0,130.76,0.7906,1.45,0.85,0
1,3,1,9,7,4,1,0,12,3,1,1,1,1,1,1,1.0,0.0,-159.12,0.4157,0.9,2.1,2
4,0,1,10,6,1,3,1,6,6,3,0,0,0,2,1,1.0,0.0,223.37,0.8655,2.5625,1.0,2
2,1,2,9,9,1,1,3,3,8,2,1,0,0,1,2,0.0,1.0,22.48,0.6693,1.1765,1.0588,2
2,2,1,6,5,2,1,2,7,7,2,1,0,1,1,1,0.0,0.0,-50.59,0.5706,1.1579,1.3684,0
4,1,0,9,2,0,2,3,3,6,3,0,0,0,0,3,1.0,0.0,361.5,0.9344,2.5263,0.3,0
1,3,1,4,4,3,1,1,9,8,1,2,0,1,2,0,0.0,0.0,-67.0,0.5473,1.55,2.1579,2
3,2,0,12,6,1,0,4,5,9,3,0,0,1,0,2,1.0,0.0,264.7,0.8908,2.45,0.8,0
1,1,3,4,8,3,1,1,7,5,1,0,2,2,0,1,0.0,0.0,-238.5,0.3106,0.45,1.7,1
4,0,1,12,5,3,2,0,9,4,2,1,0,3,0,0,0.0,0.0,-130.86,0.4557,1.3158,2.25,2
0,0,5,5,15,1,2,2,4,6,0,1,2,0,1,2,0.0,0.0,-13.35,0.6222,0.95,0.9,0
0,1,4,1,8,1,1,3,4,11,0,1,2,1,1,1,0.0,0.0,-125.61,0.4632,0.65,1.25,0
1,1,3,6,10,1,4,0,5,4,0,1,2,1,1,1,0.0,0.0,-105.54,0.492,0.6,1.1,2
1,1,3,3,6,4,1,0,9,3,1,2,0,2,1,0,0.0,0.0,-228.49,0.3231,1.05,2.45,2
1,1,3,3,6,2,1,2,9,10,1,1,1,0,0,3,0.0,0.0,-237.91,0.3113,0.55,2.0,2
1,3,1,6,6,3,1,1,10,6,2,1,0,1,0,2,1.0,0.0,29.65,0.6784,1.55,1.4,1
3,0,2,9,7,2,2,1,6,5,2,0,1,0,1,2,0.45,0.27,239.7,0.876,2.4118,0.875,0
3,1,1,10,7,0,3,2,2,4,2,0,1,0,3,0,0.0,1.0,164.26,0.8207,1.5556,0.6471,0
3,0,2,6,6,2,1,2,6,5,2,0,1,1,1,1,1.0,0.0,-77.08,0.5329,0.8889,1.2222,2
0,2,3,4,7,2,1,2,5,7,0,3,0,1,1,1,0.0,0.0,-126.33,0.4622,0.2857,1.0952,2
1,2,2,4,7,2,2,1,5,2,2,1,0,0,2,1,0.0,1.0,-126.22,0.4623,0.8571,1.4,2
1,1,3,3,8,4,0,1,9,2,1,1,1,2,0,1,0.0,0.0,-184.66,0.3805,1.1667,2.4444,2
1,1,3,5,8,2,1,2,9,8,2,1,0,1,1,1,0.0,0.0,-10.23,0.6264,1.8889,1.8333,0
2,3,0,7,4,3,1,1,8,5,1,1,1,2,0,1,0.0,0.0,-18.06,0.6158,1.1111,1.5556,0
1,2,2,4,5,0,2,3,1,9,1,0,2,1,0,2,1.0,0.0,83.22,0.7417,1.1667,0.6111,1
1,1,3,9,13,3,2,0,9,6,1,2,0,1,1,1,1.0,0.0,14.36,0.6589,1.3333,1.2222,1
4,1,0,12,3,1,1,3,8,10,2,1,0,0,0,3,1.0,0.0,263.97,0.8904,2.6667,1.1111,1
2,0,3,5,7,0,0,5,1,8,3,0,0,1,0,2,1.0,0.0,157.5,0.8149,1.9444,0.8889,0
3,2,0,11,5,3,0,2,7,6,2,1,0,2,0,1,0.0,0.0,1.92,0.6426,1.5556,1.8333,1
1,3,1,3,3,1,1,3,2,4,1,2,0,1,0,2,0.0,1.0,109.13,0.7692,1.6667,1.15,1
2,1,2,7,4,4,1,0,10,4,1,1,1,2,1,0,0.0,0.0,-152.59,0.4249,1.4762,2.55,2
3,1,1,12,10,1,1,3,6,13,2,0,1,0,0,3,1.0,0.0,228.66,0.869,2.2,0.9524,2
1,3,1,5,5,1,2,2,5,7,2,1,0,0,2,1,0.0,0.0,-62.33,0.554,0.9524,1.4762,2
3,1,1,11,3,1,2,2,9,8,3,0,0,0,2,1,0.0,1.0,106.05,0.766,1.65,0.8571,0
5,0,0,11,2,1,1,3,4,7,3,0,0,0,1,2,1.0,0.0,307.38,0.9125,2.4762,0.7619,1
4,1,0,12,5,2,1,2,5,6,3,0,0,1,0,2,1.0,0.0,106.25,0.7663,2.1429,1.6,1
2,1,2,5,5,0,2,3,7,12,2,1,0,0,2,1,1.0,0.0,50.7,0.7042,0.8235,0.6111,0
2,2,1,11,5,2,1,2,6,8,1,1,1,0,1,2,0.0,1.0,120.07,0.7802,1.8333,1.1111,0
1,2,2,2,5,2,2,1,7,3,0,3,0,1,1,1,0.0,0.0,-110.1,0.4855,1.0556,1.7222,1
1,1,3,4,9,3,2,0,8,5,0,1,2,1,2,0,0.0,1.0,-106.68,0.4904,0.7778,1.3333,1
0,1,4,4,14,2,0,3,7,7,0,0,3,0,1,2,0.0,0.0,-126.35,0.4622,0.6667,1.2222,1
3,0,2,7,6,1,0,4,3,7,2,0,1,0,0,3,1.0,0.0,122.72,0.7828,1.6111,1.0,1
1,2,2,3,6,2,1,2,5,6,0,2,1,1,1,1,0.0,0.0,-92.17,0.5113,0.9444,1.4444,2
4,1,0,10,3,4,1,0,10,1,3,0,0,3,0,0,1.0,0.0,121.93,0.782,2.3889,1.8889,1
2,1,2,6,6,3,2,0,13,5,2,0,1,1,2,0,0.0,0.0,-257.41,0.2878,0.8095,2.4762,2
0,2,3,2,8,4,0,1,7,2,0,2,1,1,1,1,0.0,0.0,-248.24,0.2987,0.7143,1.9524,1
1,0,4,6,11,3,1,1,8,6,0,0,3,0,1,2,0.0,1.0,-64.97,0.5502,0.7619,1.25,1
2,1,2,8,9,4,1,0,10,3,2,1,0,2,0,1,0.0,0.0,42.38,0.6942,2.05,1.5238,0
2,3,0,6,4,0,1,4,1,8,0,3,0,0,0,3,0.0,0.0,59.57,0.7148,1.1905,1.0,0
2,0,3,6,6,1,0,4,7,14,2,0,1,0,0,3,0.0,0.0,-22.19,0.6101,0.8095,1.0476,1
1,1,3,4,11,1,1,3,4,8,1,0,2,0,1,2,1.0,0.0,28.44,0.6769,1.1905,0.95,0
4,0,1,8,4,2,1,2,4,7,2,0,1,0,0,3,1.0,0.0,48.85,0.702,1.65,1.55,1
3,1,1,5,3,4,1,0,12,3,2,1,0,2,1,0,0.0,0.0,-182.68,0.3832,1.7,2.55,2
2,1,2,9,8,1,0,4,2,6,2,0,1,0,0,3,0.0,1.0,148.45,0.8069,1.3,0.5238,0
1,1,3,6,8,2,1,2,6,6,0,1,2,0,0,3,0.0,1.0,-188.42,0.3754,0.5714,1.5238,2
2,0,3,9,10,2,1,2,9,5,1,0,2,0,1,2,0.0,0.0,-157.37,0.4182,0.9524,2.0476,2
2,1,2,8,8,1,3,1,5,5,1,0,2,0,2,1,0.0,0.0,-130.62,0.456,0.8,1.5238,0
1,0,4,2,10,1,1,3,4,8,2,0,1,1,0,2,1.0,0.0,-54.64,0.5649,1.1429,1.2857,1
1,2,2,7,11,0,2,3,5,10,1,1,1,0,1,2,1.0,0.0,101.14,0.7609,1.0,0.4762,0
2,2,1,8,7,1,0,4,8,11,2,1,0,0,0,3,0.0,0.0,145.81,0.8046,2.0476,1.381,2
3,1,1,13,11,3,1,1,8,6,1,0,2,0,2,1,1.0,0.0,127.93,0.7879,2.0952,1.2381,0
3,1,1,10,7,1,1,3,2,4,2,1,0,1,1,1,1.0,0.0,133.7,0.7934,2.0952,1.1429,0
3,1,1,11,8,1,0,4,6,12,3,0,0,0,0,3,0.0,1.0,163.04,0.8197,1.9048,1.1,0
4,1,0,12,6,1,1,3,5,8,1,2,0,1,1,1,1.0,0.0,306.1,0.912,2.15,0.5714,0
3,2,0,11,3,4,0,1,9,5,1,2,0,1,0,2,0.0,1.0,159.67,0.8168,2.2857,1.4762,0
2,1,2,10,8,5,0,0,11,4,2,0,1,2,1,0,0.0,0.0,-212.67,0.3433,1.381,2.5714,2
3,2,0,9,2,3,0,2,10,9,2,1,0,2,0,1,0.0,1.0,51.51,0.7052,1.6667,1.25,1
3,1,1,9,5,1,2,2,6,8,2,1,0,0,1,2,0.0,0.0,34.79,0.6848,1.381,1.5238,2
2,3,0,7,5,3,2,0,12,3,2,1,0,2,1,0,0.0,1.0,-128.55,0.459,1.2105,1.8947,1
3,2,0,8,5,3,2,0,10,5,2,1,0,2,1,0,0.0,0.0,-204.66,0.3538,1.3158,2.3158,2
3,1,1,5,2,1,2,2,5,6,3,0,0,0,2,1,0.0,1.0,177.38,0.8316,1.9091,0.9091,0
0,1,4,2,8,2,1,2,4,4,1,1,1,1,1,1,0.0,1.0,-118.11,0.474,0.9545,1.619,0
0,2,3,5,10,4,1,0,11,2,0,1,2,2,1,0,0.0,0.0,-354.25,0.1879,0.5789,2.5789,2
4,0,1,9,4,1,2,2,7,7,2,0,1,0,1,2,1.0,0.0,204.7,0.8525,2.4737,1.1053,0
0,3,2,2,4,2,3,0,8,5,0,1,2,1,2,0,0.0,0.0,-101.37,0.498,0.6111,1.2105,2
2,1,2,6,8,1,1,3,5,9,2,1,0,1,0,2,0.0,1.0,-0.39,0.6396,1.0526,1.1053,1
2,1,2,8,8,2,0,3,9,9,2,1,0,0,0,3,0.0,0.0,-90.66,0.5134,1.4737,1.9474,2
0,2,3,2,10,3,1,1,6,6,0,2,1,1,1,1,0.0,1.0,-199.18,0.361,0.6316,1.6316,0
3,1,1,9,5,1,3,1,2,3,2,0,1,1,0,2,0.0,1.0,48.37,0.7014,1.3158,1.0526,0
0,1,4,2,7,2,1,2,4,4,1,0,2,1,1,1,0.0,0.0,-131.89,0.4542,1.0,1.5263,2
4,0,1,9,4,0,1,4,4,10,2,1,0,0,0,3,0.0,1.0,235.56,0.8734,1.4545,0.2727,0
1,0,4,2,7,2,0,3,7,5,1,0,2,2,0,1,0.0,0.0,-199.87,0.3601,0.5,1.4091,1
3,1,1,8,4,4,0,1,13,10,1,0,2,2,1,0,0.0,0.0,-118.36,0.4736,1.1818,2.1364,2
3,2,0,11,5,1,3,1,3,3,3,0,0,1,1,1,0.0,1.0,115.79,0.7759,2.5,1.6364,1
0,2,3,2,8,3,1,1,12,10,1,1,1,1,1,1,0.0,0.0,-102.16,0.4969,1.2727,1.9545,1
1,3,1,5,7,2,1,2,8,11,1,2,0,0,1,2,0.0,1.0,70.46,0.7274,1.4545,1.0909,0
1,1,3,6,9,1,1,3,2,7,0,1,2,0,0,3,1.0,0.0,-88.36,0.5167,0.5455,1.1364,1
1,0,4,8,12,3,1,1,11,6,1,0,2,1,1,1,0.0,0.0,60.25,0.7155,1.4545,0.9048,1
0,2,3,7,11,1,2,2,7,9,1,1,1,1,1,1,0.0,1.0,-246.03,0.3014,0.4545,1.9545,2
1,2,2,5,6,2,3,0,6,4,1,0,2,2,1,0,0.0,1.0,-98.2,0.5026,0.7727,1.2727,1
1,1,3,8,9,2,1,2,5,10,1,0,2,1,1,1,0.0,1.0,-25.17,0.6061,0.8182,1.2727,1
1,1,3,7,13,4,1,0,12,5,1,0,2,2,1,0,0.0,0.0,-203.88,0.3548,1.0455,2.0909,2
1,2,2,5,8,1,0,4,2,7,2,1,0,0,0,3,0.0,1.0,123.18,0.7832,1.5714,0.9048,0
1,3,1,5,5,0,2,3,7,13,0,1,2,0,0,3,0.0,0.0,-30.16,0.5992,1.1579,1.3158,1
1,1,3,8,11,2,1,2,3,4,1,0,2,0,1,2,1.0,0.0,124.89,0.7849,1.7368,0.9444,0
2,1,2,7,8,2,1,2,10,8,1,0,2,0,1,2,0.0,1.0,61.51,0.717,1.7895,1.2105,1
1,3,1,5,3,1,2,2,5,7,2,1,0,1,0,2,0.0,1.0,180.1,0.8337,1.6842,0.7895,0
2,1,2,5,5,1,1,3,2,7,2,1,0,1,0,2,0.0,1.0,113.99,0.7741,1.5789,0.8947,2
0,0,5,1,7,0,1,4,6,16,0,0,3,0,1,2,1.0,0.0,34.99,0.6851,0.8421,0.6842,2
4,1,0,11,2,3,0,2,6,6,2,1,0,0,0,3,0.0,1.0,32.85,0.6824,1.8421,2.0,1
3,0,2,8,6,2,3,0,10,7,2,0,1,1,2,0,0.0,0.0,-139.77,0.443,0.8421,1.5263,0
2,1,2,10,12,0,2,3,1,7,1,1,1,0,1,2,0.0,0.0,70.63,0.7276,1.0455,0.7273,1
2,1,2,7,7,1,1,3,5,7,3,0,0,0,2,1,1.0,0.0,49.48,0.7028,1.1818,0.7727,2
2,1,2,6,7,1,1,3,7,10,1,1,1,1,1,1,0.0,1.0,53.53,0.7076,1.5455,1.3182,1
5,0,0,9,3,4,0,1,9,5,3,0,0,1,0,2,0.0,0.0,107.74,0.7678,2.5909,2.1364,1
2,1,2,8,10,2,0,3,10,10,1,1,1,1,1,1,1.0,0.0,92.95,0.7523,1.2381,0.9091,1
3,0,2,8,9,3,1,1,12,6,3,0,0,1,1,1,0.0,0.0,17.28,0.6626,1.4091,1.3182,2
2,1,2,10,11,2,3,0,7,3,1,1,1,1,1,1,0.0,0.0,-41.21,0.5838,1.5909,1.6364,0
2,1,2,9,6,4,1,0,15,4,2,0,1,3,0,0,0.0,1.0,-94.41,0.508,2.0909,2.3182,0
2,2,1,6,3,1,0,4,5,8,2,1,0,1,0,2,1.0,0.0,196.55,0.8465,1.4762,0.5455,1
1,2,2,2,6,1,1,3,5,7,2,1,0,0,0,3,1.0,0.0,122.33,0.7824,1.5238,0.8182,0
3,1,1,9,2,4,1,0,8,2,3,0,0,2,1,0,0.0,0.0,14.94,0.6596,1.7143,1.619,0
4,1,0,11,3,4,1,0,10,2,3,0,0,3,0,0,0.0,1.0,64.71,0.7207,2.5714,2.4091,0
1,1,3,3,5,0,1,4,4,12,0,1,2,1,0,2,0.0,1.0,73.44,0.7307,1.0909,0.7727,2
1,0,4,8,14,4,1,0,13,6,1,0,2,3,0,0,0.45,0.27,-239.81,0.309,1.0476,2.1905,2
2,1,2,6,7,1,2,2,5,7,2,1,0,0,1,2,1.0,0.0,171.7,0.8269,1.5909,0.8182,0
0,2,3,2,5,2,1,2,3,3,0,1,2,0,1,2,0.0,0.0,-22.31,0.61,0.5789,0.8947,1
3,2,0,11,2,1,1,3,7,11,1,1,1,1,0,2,1.0,0.0,139.6,0.7989,1.85,1.4,0
1,3,1,6,6,0,0,5,2,8,1,2,0,0,0,3,0.0,1.0,147.34,0.8059,1.45,0.8,1
0,2,3,1,7,2,1,2,6,7,0,2,1,1,1,1,0.0,1.0,-141.84,0.4401,0.7391,1.5217,2
0,1,4,4,8,1,2,2,5,6,0,0,3,0,2,1,0.0,0.0,-48.8,0.5732,0.5652,0.7826,2
1,1,3,5,9,1,1,3,7,10,0,1,2,1,1,1,0.0,0.0,-89.42,0.5152,1.1,1.8,1
1,2,2,2,4,0,4,1,6,7,3,0,0,1,2,0,0.0,0.0,-31.23,0.5977,0.9,1.15,0
3,1,1,6,5,1,2,2,4,9,3,0,0,0,0,3,0.0,1.0,91.88,0.7511,1.55,1.05,1
3,2,0,7,3,1,4,0,6,5,2,1,0,1,2,0,0.0,0.0,45.72,0.6982,1.3,1.2,2
1,1,3,6,8,0,2,3,5,11,1,1,1,0,1,2,0.0,1.0,117.21,0.7774,1.05,0.55,1
4,1,0,10,2,4,0,1,10,4,2,1,0,2,0,1,0.0,1.0,36.22,0.6866,2.6,2.5,0
3,0,2,5,4,2,2,1,7,6,2,0,1,1,2,0,1.0,0.0,74.39,0.7318,1.6,1.25,0
3,2,0,10,5,2,2,1,9,3,2,1,0,0,2,1,0.0,1.0,132.63,0.7924,2.35,1.75,0
3,1,1,9,6,1,2,2,7,10,1,0,2,1,0,2,0.0,1.0,18.22,0.6639,1.1304,1.0435,1
1,3,1,3,3,2,1,2,5,7,0,3,0,0,1,2,0.0,1.0,158.74,0.816,1.6087,1.1304,2
4,1,0,9,4,3,2,0,10,4,2,1,0,1,2,0,1.0,0.0,40.62,0.692,2.5217,2.4348,0
2,1,2,8,5,4,0,1,10,5,1,0,2,2,0,1,0.0,0.0,-18.69,0.6149,1.3913,1.5217,0
5,0,0,14,5,0,3,2,3,8,2,1,0,0,1,2,1.0,0.0,182.12,0.8354,2.2273,1.2609,0
1,2,2,4,7,1,2,2,6,9,1,1,1,1,1,1,0.0,0.0,-73.85,0.5376,1.1304,1.2273,0
4,0,1,15,6,0,2,3,6,11,2,1,0,1,0,2,1.0,0.0,333.33,0.9238,2.2174,0.5652,0
2,2,1,14,10,0,1,4,6,15,2,0,1,0,1,2,1.0,0.0,140.98,0.8001,0.9091,0.4348,2
2,2,1,12,11,2,2,1,8,7,3,0,0,0,2,1,0.0,0.0,65.32,0.7215,1.913,1.5217,0
3,1,1,14,7,1,0,4,8,15,2,0,1,0,0,3,1.0,0.0,130.84,0.7906,1.3913,1.0,2
2,1,2,9,8,1,1,3,12,15,1,0,2,1,0,2,1.0,0.0,-66.34,0.5483,0.913,1.4348,2
1,1,3,5,11,3,1,1,7,5,1,1,1,2,0,1,0.0,0.0,-163.61,0.4095,0.7826,1.5455,2
3,1,1,10,6,4,1,0,10,3,2,1,0,2,1,0,0.0,0.0,-192.46,0.37,1.6522,2.5909,2
1,0,4,3,9,2,2,1,5,2,1,0,2,1,1,1,0.0,0.0,-122.39,0.4678,0.8636,1.4545,1
3,0,2,12,7,0,3,2,3,5,2,1,0,0,2,1,1.0,0.0,217.31,0.8614,2.0,0.6,0
0,3,2,8,12,1,2,2,4,8,1,2,0,0,1,2,1.0,0.0,70.41,0.7273,1.3,0.75,1
2,2,1,10,7,4,1,0,10,4,2,0,1,2,1,0,0.0,1.0,-28.32,0.6017,1.2,1.4,2
1,1,3,5,11,3,2,0,10,2,0,2,1,2,1,0,0.0,0.0,-210.31,0.3464,0.75,1.8,1
1,1,3,6,13,2,1,2,6,6,0,1,2,1,0,2,0.0,0.0,-110.98,0.4842,0.8,1.5,0
2,1,2,5,6,0,1,4,1,6,0,1,2,0,1,2,1.0,0.0,29.94,0.6787,1.0,0.95,2
1,2,2,3,5,3,0,2,6,6,0,3,0,1,0,2,1.0,0.0,35.44,0.6856,1.0,0.95,2
2,1,2,4,5,1,2,2,6,8,3,0,0,2,1,0,1.0,0.0,31.68,0.6809,1.95,1.75,2
1,1,3,5,8,2,1,2,6,4,1,0,2,1,1,1,0.0,1.0,37.85,0.6886,1.3043,0.8696,0
0,2,3,2,8,1,1,3,4,6,1,1,1,1,1,1,0.0,1.0,-21.27,0.6114,0.8696,1.0435,0
1,1,3,6,12,3,1,1,9,6,0,1,2,1,1,1,0.0,0.0,-205.55,0.3526,0.8696,2.087,0
4,0,1,13,9,1,1,3,3,5,2,0,1,0,0,3,0.0,1.0,289.18,0.9038,2.1739,0.5217,1
1,3,1,5,6,3,0,2,11,6,1,2,0,1,1,1,1.0,0.0,-99.73,0.5004,1.5652,2.1304,2
2,1,2,11,8,3,1,1,13,9,1,1,1,1,0,2,0.0,0.0,53.34,0.7074,2.0,1.6522,2
1,1,3,5,7,1,1,3,8,13,1,1,1,0,1,2,0.0,1.0,110.99,0.7711,1.5455,1.0,0
1,2,2,8,10,1,1,3,5,9,2,1,0,0,0,3,0.0,1.0,109.88,0.77,1.6364,1.0435,0
2,1,2,5,10,1,1,3,6,8,1,0,2,0,0,3,1.0,0.0,80.21,0.7383,1.2609,0.7826,1
2,3,0,5,3,4,1,0,12,2,1,2,0,0,1,2,0.0,0.0,-84.02,0.523,1.2609,1.7727,2
4,1,0,14,7,2,2,1,4,5,2,1,0,0,1,2,0.0,1.0,115.18,0.7753,2.1304,1.5909,0
0,1,4,3,9,3,1,1,8,2,0,2,1,1,1,1,0.0,0.0,-322.63,0.2173,0.2609,1.9565,1
2,0,3,8,14,3,0,2,9,11,2,1,0,1,0,2,0.0,0.0,-61.51,0.5552,1.0435,1.3478,2
3,1,1,9,3,0,2,3,5,9,2,1,0,0,2,1,1.0,0.0,237.97,0.875,2.3043,0.8261,2
2,2,1,12,7,1,1,3,9,8,2,1,0,1,0,2,0.0,0.0,25.5,0.6731,1.6957,1.6087,0
1,3,1,5,7,3,1,1,7,4,1,1,1,2,1,0,0.0,0.0,-80.46,0.5281,0.7619,1.2381,2
3,0,2,7,7,2,1,2,5,5,2,0,1,0,1,2,0.0,1.0,-110.16,0.4854,1.0476,1.8571,0
1,3,1,7,8,2,1,2,8,8,1,2,0,0,2,1,0.0,1.0,-50.25,0.5711,1.0417,1.375,1
2,3,0,6,2,1,0,4,4,12,1,2,0,0,0,3,1.0,0.0,100.14,0.7599,1.4348,1.0,0
5,0,0,13,4,0,1,4,4,9,3,0,0,1,1,1,1.0,0.0,448.78,0.9593,2.6087,0.5417,0
0,4,1,5,6,4,1,0,13,1,0,2,1,2,1,0,0.0,0.0,-180.52,0.3862,1.0952,1.9048,1
0,3,2,6,10,2,1,2,3,4,0,3,0,0,1,2,1.0,0.0,47.59,0.7005,1.2857,1.0,2
1,4,0,5,4,4,1,0,9,2,1,2,0,3,0,0,0.0,0.0,-233.97,0.3162,1.2857,2.619,2
0,2,3,3,7,1,2,2,7,8,0,2,1,1,1,1,0.0,0.0,-88.12,0.5171,0.5714,1.0952,0
0,2,3,2,8,3,0,2,12,8,0,1,2,1,0,2,0.0,0.0,-257.58,0.2876,0.5714,2.0476,2
1,1,3,8,11,1,2,2,5,6,1,0,2,0,1,2,1.0,0.0,106.02,0.766,1.7619,1.0476,0
2,1,2,9,5,1,2,2,7,7,2,1,0,0,2,1,1.0,0.0,98.17,0.7578,1.6667,1.1429,0
1,1,3,3,5,4,1,0,12,5,0,0,3,2,1,0,0.0,0.0,-302.12,0.238,1.0476,2.381,2
3,1,1,6,3,3,1,1,9,3,3,0,0,1,1,1,0.0,0.0,62.37,0.718,2.0,1.4583,0
2,1,2,5,7,0,2,3,1,7,2,0,1,0,1,2,0.0,1.0,81.75,0.7401,1.2083,0.7083,0
1,1,3,6,6,3,1,1,14,11,1,0,2,3,0,0,0.0,0.0,-171.41,0.3987,0.8333,2.125,2
3,0,2,7,6,2,1,2,7,10,3,0,0,1,0,2,1.0,0.0,83.48,0.742,1.4583,0.9583,1
2,0,3,9,11,4,0,1,16,7,1,0,2,2,0,1,0.0,0.0,-238.6,0.3105,1.087,2.25,2
0,2,3,7,12,4,0,1,17,4,0,2,1,2,0,1,0.0,0.0,-317.83,0.222,0.5417,2.1667,2
2,2,1,7,5,2,1,2,10,7,2,1,0,1,1,1,0.0,0.0,-110.9,0.4843,1.2083,1.9167,2
2,1,2,14,14,0,2,3,4,12,0,1,2,0,1,2,0.0,0.0,29.28,0.6779,1.5,1.1739,1
1,1,3,8,10,0,3,2,3,12,1,0,2,1,1,1,0.0,0.0,-89.47,0.5151,0.875,1.5,0
3,2,0,12,8,2,1,2,10,8,3,0,0,2,1,0,0.0,0.0,105.34,0.7653,1.9583,1.3333,2
5,0,0,13,4,3,0,2,10,11,3,0,0,2,0,1,0.0,1.0,166.22,0.8224,2.2609,1.4167,1
2,1,2,4,6,2,2,1,5,6,2,1,0,1,2,0,0.0,1.0,45.88,0.6984,1.5217,1.2083,1
1,2,2,5,6,2,1,2,7,3,1,1,1,2,0,1,0.0,0.0,-250.6,0.2959,0.7917,2.2083,1
