home_wins_5,home_draws_5,home_losses_5,home_gf_5,home_ga_5,away_wins_5,away_draws_5,away_losses_5,away_gf_5,away_ga_5,home_home_wins,home_home_draws,home_home_losses,away_away_wins,away_away_draws,away_away_losses,h2h_home_ratio,h2h_draw_ratio,elo_diff,elo_home_expected,home_pts_per_game,away_pts_per_game,result
1,2,2,2,5,2,2,1,7,6,2,1,0,1,1,1,0.0,0.0,-183.51,0.3821,0.8919,1.7027,0
2,2,1,4,5,1,3,1,6,5,1,1,1,1,1,1,0.0,1.0,-24.93,0.6064,0.9459,0.9189,2
3,0,2,6,5,3,1,1,10,3,2,0,1,2,0,1,0.0,0.0,-356.47,0.186,1.0,2.5135,1
3,2,0,7,3,1,0,4,3,12,3,0,0,0,1,2,1.0,0.0,267.22,0.8922,1.6216,0.7838,1
5,0,0,11,2,3,1,1,13,8,3,0,0,2,0,1,0.0,0.0,132.16,0.7919,1.8649,1.5405,2
3,1,1,8,4,0,0,5,1,9,1,2,0,1,0,2,0.5,0.5,203.15,0.8513,1.0,1.0,1
2,2,1,7,6,3,1,1,16,6,1,1,1,2,1,0,0.0,0.5,-120.58,0.4704,1.0,1.0,1
1,1,3,7,8,3,1,1,12,8,1,0,2,3,0,0,0.0,0.5,-333.51,0.2068,1.0,1.0,2
3,1,1,9,7,2,2,1,5,8,2,1,0,1,1,1,0.0,0.5,-14.42,0.6207,1.0,1.0,0
0,3,2,3,6,1,0,4,6,8,0,2,1,0,1,2,0.0,0.0,-72.07,0.5401,1.0,1.0,1
2,1,2,6,8,1,2,2,6,10,1,1,1,2,1,0,0.5,0.0,56.18,0.7107,1.0,1.0,0
2,2,1,9,7,3,1,1,9,6,0,2,1,1,1,1,0.5,0.0,77.44,0.7353,1.0,1.0,2
2,1,2,6,8,2,1,2,9,9,2,0,1,2,0,1,0.5,0.0,-123.54,0.4662,1.0,1.0,2
0,2,3,3,7,4,0,1,11,5,0,1,2,2,0,1,0.0,0.5,-245.79,0.3017,1.0,1.0,2
5,0,0,14,3,1,0,4,4,12,3,0,0,0,1,2,1.0,0.0,335.25,0.9245,1.0,1.0,0
3,1,1,6,3,1,1,3,3,8,3,0,0,0,2,1,0.0,1.0,55.29,0.7097,1.0,1.0,2
2,0,3,7,9,2,0,3,6,7,0,1,2,1,0,2,0.0,0.5,-57.15,0.5613,1.0,1.0,1
1,1,3,8,16,1,2,2,8,12,1,1,1,1,0,2,0.0,0.5,-101.2,0.4983,1.0,1.0,2
3,1,1,10,5,2,2,1,10,4,3,0,0,1,1,1,0.0,0.5,-244.59,0.3032,1.0,1.0,1
1,2,2,3,6,0,2,3,4,8,2,1,0,0,1,2,0.5,0.0,5.75,0.6477,1.0,1.0,1
1,3,1,12,10,2,1,2,5,7,1,2,0,1,0,2,0.5,0.0,71.51,0.7286,1.0,1.0,1
2,2,1,7,7,1,0,4,5,10,1,1,1,0,0,3,0.0,1.0,61.66,0.7172,1.0,1.0,1
2,1,2,8,9,0,2,3,2,10,0,1,2,0,2,1,0.5,0.0,130.11,0.79,1.0,1.0,1
2,1,2,12,10,4,0,1,11,10,0,1,2,2,0,1,0.5,0.0,-74.38,0.5368,1.0,1.0,0
3,0,2,5,4,1,1,3,2,6,2,0,1,0,1,2,0.0,1.0,131.51,0.7913,1.0,1.0,2
2,2,1,6,5,3,2,0,16,4,1,1,1,2,1,0,0.0,0.0,-324.63,0.2153,1.0,1.0,1
2,1,2,9,7,4,1,0,15,2,1,1,1,2,1,0,0.0,0.5,-118.99,0.4727,1.0,1.0,0
5,0,0,14,4,5,0,0,16,2,3,0,0,3,0,0,0.0,1.0,-179.86,0.3871,1.0,1.0,2
1,3,1,6,6,2,3,0,6,3,0,3,0,2,1,0,0.0,0.5,161.84,0.8187,1.0,1.0,1
2,1,2,7,7,0,4,1,5,7,1,1,1,0,2,1,0.0,0.0,-61.12,0.5557,1.0,1.0,0
1,1,3,6,12,1,2,2,6,7,0,2,1,0,1,2,0.0,0.0,-162.52,0.411,1.0,1.0,1
2,2,1,11,10,4,0,1,8,4,2,1,0,3,0,0,0.0,0.0,-42.36,0.5822,1.0,1.0,1
0,3,2,2,6,4,0,1,11,5,0,1,2,3,0,0,0.0,0.0,-235.58,0.3142,1.0,1.0,2
0,3,2,6,11,3,2,0,15,5,0,2,1,2,1,0,0.0,0.5,-370.71,0.1739,1.0,1.0,2
3,1,1,12,8,1,3,1,6,7,1,1,1,2,1,0,1.0,0.0,241.0,0.8769,3.0,1.0,0
3,1,1,8,6,0,2,3,4,8,2,1,0,0,1,2,0.0,1.0,36.98,0.6875,3.0,0.0,0
0,1,4,5,10,2,3,0,11,9,1,0,2,1,1,1,0.0,0.5,-105.64,0.4919,1.0,1.0,2
2,3,0,10,6,2,0,3,8,15,2,1,0,1,0,2,0.5,0.5,273.18,0.8955,1.0,1.0,0
0,3,2,4,6,3,1,1,11,5,0,2,1,1,1,1,0.0,0.0,-260.96,0.2836,1.0,1.0,0
0,0,5,3,14,3,2,0,12,5,1,0,2,1,1,1,0.0,0.0,-78.52,0.5309,1.0,1.0,1
2,3,0,9,4,1,1,3,8,13,2,1,0,0,1,2,0.0,0.5,130.03,0.7899,1.0,1.0,1
2,1,2,11,9,1,2,2,8,11,2,1,0,0,1,2,0.5,0.5,99.45,0.7592,1.0,1.0,0
4,0,1,10,9,4,0,1,13,4,3,0,0,2,0,1,1.0,0.0,-108.67,0.4875,0.0,3.0,2
1,4,0,9,6,2,3,0,7,5,0,3,0,1,2,0,0.0,0.5,-10.06,0.6266,1.0,1.0,0
5,0,0,11,2,2,2,1,7,5,3,0,0,2,0,1,0.5,0.5,122.18,0.7823,3.0,1.0,0
0,1,4,2,8,2,1,2,4,6,0,0,3,1,1,1,0.0,0.5,-26.22,0.6046,1.0,3.0,1
2,1,2,6,5,3,0,2,6,7,1,0,2,1,1,1,0.5,0.0,-75.35,0.5354,3.0,3.0,0
3,1,1,14,4,1,1,3,7,13,3,0,0,0,0,3,0.5,0.5,94.67,0.7541,0.0,0.0,2
2,1,2,8,8,2,1,2,4,6,1,0,2,0,1,2,0.5,0.5,91.94,0.7512,1.0,0.0,0
1,2,2,7,12,5,0,0,11,3,1,2,0,3,0,0,1.0,0.0,-177.27,0.3906,3.0,3.0,2
2,3,0,6,3,2,3,0,9,5,0,2,1,1,2,0,0.5,0.0,-117.73,0.4745,1.0,3.0,0
1,3,1,10,6,0,2,3,1,9,1,2,0,1,2,0,1.0,0.0,376.79,0.9396,1.0,0.0,0
0,2,3,3,7,2,2,1,9,7,0,1,2,0,2,1,1.0,0.0,-102.94,0.4958,1.0,1.0,2
3,0,2,7,6,3,0,2,12,9,2,0,1,1,0,2,0.0,0.0,-200.78,0.3589,1.0,1.0,2
2,2,1,7,5,2,2,1,10,10,2,1,0,2,0,1,0.5,0.0,-23.17,0.6088,3.0,0.0,0
1,1,3,6,10,2,1,2,12,10,2,0,1,2,0,1,0.5,0.5,-92.82,0.5103,1.0,3.0,0
2,1,2,8,7,2,1,2,6,7,2,0,1,3,0,0,0.5,0.0,49.64,0.7029,0.0,1.0,1
4,0,1,12,5,2,1,2,5,8,2,1,0,0,1,2,0.5,0.0,123.79,0.7839,3.0,0.0,1
1,2,2,5,10,1,3,1,6,7,2,1,0,1,2,0,0.0,1.0,-56.3,0.5626,0.0,1.0,1
3,1,1,9,6,2,2,1,13,5,2,0,1,1,2,0,0.5,0.0,-35.91,0.5912,1.0,1.0,0
1,1,3,6,8,3,1,1,12,7,1,1,1,2,0,1,0.5,0.5,-93.54,0.5093,1.0,3.0,1
1,0,4,4,13,4,0,1,12,6,1,0,2,2,1,0,1.0,0.0,-183.36,0.3823,0.0,0.0,2
3,2,0,13,7,2,1,2,6,7,2,0,1,2,0,1,1.0,0.0,245.97,0.8799,3.0,3.0,0
2,2,1,7,7,4,0,1,13,4,1,2,0,3,0,0,0.5,0.0,-113.95,0.4799,1.0,3.0,0
0,3,2,3,8,1,3,1,6,6,0,2,1,1,1,1,0.0,0.5,-137.38,0.4464,0.0,1.0,0
1,2,2,4,5,1,3,1,3,4,1,1,1,0,1,2,0.5,0.0,145.84,0.8046,1.0,1.0,2
2,3,0,10,8,4,1,0,11,6,1,2,0,1,0,2,0.5,0.0,82.35,0.7407,2.0,3.0,0
3,1,1,10,6,2,3,0,10,5,1,1,1,0,3,0,0.0,0.5,-158.85,0.4161,3.0,3.0,2
1,3,1,6,6,0,1,4,4,9,1,2,0,0,1,2,0.5,0.0,5.1,0.6468,0.5,0.5,1
2,1,2,4,6,5,0,0,11,3,1,0,2,3,0,0,0.0,0.5,-280.24,0.2616,2.0,3.0,2
2,1,2,6,5,0,1,4,5,11,1,2,0,0,1,2,0.0,0.5,150.96,0.8092,0.5,0.0,0
3,0,2,5,4,1,2,2,3,8,1,0,2,0,1,2,0.5,0.5,63.49,0.7193,1.5,0.5,2
2,1,2,11,6,2,3,0,8,4,2,0,1,1,1,1,1.0,0.0,163.09,0.8197,0.5,2.0,0
0,4,1,6,7,2,3,0,13,5,0,3,0,1,2,0,0.0,0.0,-395.86,0.1541,0.5,2.0,1
3,0,2,7,9,2,1,2,8,8,2,0,1,0,1,2,0.5,0.0,68.42,0.725,0.0,2.0,0
2,3,0,12,5,3,0,2,12,5,2,1,0,2,0,1,1.0,0.0,125.55,0.7856,2.0,1.5,0
3,1,1,11,6,2,3,0,9,4,3,0,0,1,2,0,1.0,0.0,151.21,0.8094,0.0,1.0,1
0,2,3,5,12,3,1,1,16,8,1,1,1,1,0,2,1.0,0.0,-9.16,0.6278,0.0,3.0,0
2,3,0,12,6,3,0,2,12,8,2,1,0,1,0,2,0.0,0.0,-115.4,0.4779,1.0,3.0,1
2,0,3,8,15,0,3,2,5,10,1,1,1,0,1,2,0.0,0.0,-44.92,0.5786,0.0,0.0,2
4,1,0,17,6,2,3,0,9,5,2,1,0,1,2,0,1.0,0.0,146.89,0.8055,3.0,3.0,2
1,2,2,5,12,1,2,2,3,6,0,2,1,0,2,1,0.0,0.5,82.01,0.7403,0.5,2.0,2
1,2,2,5,7,3,1,1,12,6,0,1,2,2,0,1,0.0,1.0,-69.06,0.5444,1.0,2.0,2
5,0,0,11,4,1,1,1,1,3,3,0,0,0,0,1,0.45,0.27,226.97,0.8679,3.0,1.3333,0
3,1,1,6,3,2,2,1,8,6,2,1,0,2,1,0,0.5,0.0,-36.69,0.5901,1.3333,1.6667,2
0,1,2,0,2,1,1,3,3,7,0,0,1,1,1,1,0.45,0.27,48.73,0.7019,0.3333,1.3333,0
1,2,0,3,2,1,3,1,5,5,1,0,0,1,1,1,0.45,0.27,68.92,0.7256,1.6667,0.6667,2
0,1,4,5,11,2,3,0,13,11,0,1,2,2,1,0,0.5,0.0,-163.73,0.4093,0.0,2.3333,1
5,0,0,10,1,2,1,2,7,6,3,0,0,1,1,1,1.0,0.0,280.76,0.8995,3.0,3.0,1
1,1,3,3,10,0,2,3,4,9,2,0,1,0,1,2,0.5,0.0,-43.99,0.5799,0.0,1.0,2
3,1,1,9,6,0,0,5,4,18,0,1,2,0,0,3,0.0,1.0,55.52,0.71,2.0,0.0,1
2,0,3,7,11,5,0,0,15,2,1,1,1,3,0,0,0.0,0.0,-336.51,0.204,1.5,3.0,2
1,2,2,6,9,2,2,1,5,5,0,3,0,1,1,1,1.0,0.0,125.43,0.7854,0.5,2.0,1
0,1,4,0,10,1,2,2,6,9,0,0,3,1,0,2,0.0,1.0,-28.88,0.6009,0.0,1.0,0
2,2,1,8,5,1,2,2,12,11,2,1,0,0,1,2,0.0,0.0,-17.87,0.616,1.5,0.5,1
3,2,0,9,3,0,1,4,4,13,1,1,1,0,0,3,0.0,0.0,96.73,0.7563,3.0,1.0,0
3,0,2,10,10,1,2,2,6,6,3,0,0,1,1,1,0.5,0.5,153.74,0.8116,3.0,3.0,0
5,0,0,13,1,3,2,0,8,3,3,0,0,1,1,1,1.0,0.0,128.31,0.7882,3.0,3.0,1
2,2,1,6,6,2,1,2,9,8,2,0,1,1,0,2,0.5,0.0,-55.65,0.5635,0.5,1.5,0
3,1,1,11,7,4,0,1,15,5,1,1,1,3,0,0,0.0,0.5,-112.92,0.4814,3.0,3.0,2
2,2,1,7,7,3,1,1,12,9,1,2,0,1,0,2,0.5,0.0,-37.64,0.5888,1.3333,2.0,0
2,2,1,5,4,0,4,1,5,6,1,2,0,0,1,2,0.0,0.5,105.91,0.7659,1.3333,0.6667,0
0,2,3,4,8,3,1,1,15,5,0,0,3,1,1,1,0.0,0.0,-187.42,0.3768,0.6667,1.3333,2
0,2,3,2,7,2,0,3,5,6,0,1,2,2,0,1,0.0,0.5,-106.68,0.4904,1.0,1.0,1
1,4,0,9,6,0,4,1,3,5,2,1,0,0,3,0,0.0,1.0,230.53,0.8702,1.6667,1.0,0
4,0,1,13,8,3,0,2,13,5,2,0,1,1,1,1,1.0,0.0,114.16,0.7743,1.5,0.0,1
2,2,1,9,7,3,1,1,10,4,2,1,0,1,1,1,0.5,0.0,18.31,0.664,2.0,2.0,0
3,0,2,7,5,4,1,0,13,5,2,0,1,1,2,0,0.0,1.0,-167.2,0.4045,1.5,3.0,2
2,3,0,9,7,0,1,4,1,6,1,2,0,0,1,2,1.0,0.0,140.34,0.7996,1.0,0.5,1
3,1,1,7,4,2,1,2,8,8,2,1,0,1,1,1,1.0,0.0,112.37,0.7725,2.0,1.5,2
3,2,0,12,4,1,1,3,4,6,2,1,0,0,1,2,0.5,0.5,95.49,0.755,3.0,0.5,1
3,1,1,11,4,3,2,0,12,3,3,0,0,2,1,0,0.0,1.0,84.81,0.7434,2.0,3.0,0
0,0,3,0,7,3,1,1,9,6,0,0,1,3,0,0,0.45,0.27,-159.64,0.415,0.0,2.0,0
0,3,2,1,5,1,2,1,3,3,1,1,1,0,2,0,0.45,0.27,35.9,0.6862,0.6667,1.25,0
2,3,0,8,6,2,1,2,9,9,2,1,0,0,2,1,1.0,0.0,271.38,0.8945,3.0,2.0,1
3,1,1,15,8,4,0,1,17,7,2,1,0,3,0,0,0.0,0.0,-282.13,0.2595,1.5,1.5,2
1,2,2,5,6,1,0,4,5,15,1,1,1,1,0,2,1.0,0.0,108.71,0.7688,1.5,0.0,0
2,0,3,8,8,1,2,2,7,11,1,0,2,0,1,2,0.5,0.5,-89.34,0.5153,1.5,1.5,2
1,2,2,7,10,3,1,1,12,7,0,2,1,1,1,1,0.5,0.0,-199.58,0.3605,1.5,0.5,2
3,1,1,12,6,1,2,2,9,8,2,1,0,1,1,1,0.0,0.5,27.26,0.6754,2.3333,1.3333,0
1,0,2,3,6,4,1,0,10,1,1,0,0,2,0,1,0.45,0.27,-216.15,0.3388,1.0,2.3333,2
5,0,0,17,3,2,1,2,9,8,1,1,1,2,0,1,0.5,0.5,200.06,0.8491,3.0,1.0,0
2,2,1,4,3,2,3,0,10,8,0,3,0,1,2,0,0.0,0.5,-118.9,0.4728,1.25,2.0,2
1,1,2,2,3,2,2,1,6,4,1,0,1,1,1,1,0.45,0.27,-17.65,0.6163,1.0,1.75,0
0,2,3,4,8,0,3,2,2,4,0,0,3,0,1,2,0.5,0.0,24.59,0.672,0.5,1.0,0
1,1,3,3,6,2,3,0,7,2,0,0,3,0,3,0,0.0,0.0,-256.9,0.2884,1.0,2.0,2
0,0,3,1,5,3,0,2,7,7,0,0,1,1,0,2,0.45,0.27,-60.68,0.5563,0.0,1.0,2
2,1,2,7,6,0,1,2,2,7,1,0,2,0,0,1,0.45,0.27,26.63,0.6746,2.3333,0.3333,1
2,1,2,10,6,0,1,2,3,5,2,0,1,0,0,1,0.45,0.27,38.19,0.689,0.3333,0.3333,1
2,1,2,7,9,2,0,3,8,9,1,1,1,1,0,2,1.0,0.0,24.47,0.6718,1.3333,1.0,1
4,1,0,12,3,2,2,1,7,6,3,0,0,3,0,0,1.0,0.0,288.55,0.9035,3.0,1.6667,2
5,0,0,14,3,3,0,2,9,9,3,0,0,1,0,2,1.0,0.0,359.88,0.9338,3.0,2.0,0
2,1,2,7,12,1,0,4,4,12,0,2,1,0,1,2,0.5,0.5,155.02,0.8128,2.0,0.0,0
1,2,2,7,8,3,1,1,11,7,1,1,1,3,0,0,0.0,0.5,-105.96,0.4914,1.6667,1.3333,2
0,1,2,1,5,0,3,2,5,10,1,1,1,1,0,2,0.45,0.27,-89.51,0.5151,0.3333,0.6667,1
2,3,0,6,4,3,2,0,11,3,1,2,0,1,2,0,0.0,0.5,-172.55,0.3971,1.6667,2.3333,1
0,3,2,9,12,0,1,2,1,4,1,2,0,0,1,1,0.45,0.27,110.22,0.7703,0.6667,0.3333,0
2,3,0,11,6,1,4,0,9,6,1,2,0,1,2,0,0.0,0.0,5.42,0.6472,1.0,1.0,2
1,1,3,7,8,0,2,3,4,14,1,1,1,1,1,1,0.5,0.5,50.02,0.7034,1.0,0.3333,0
2,1,2,6,7,3,1,1,7,6,1,0,2,0,2,1,0.0,0.5,-33.25,0.5949,2.3333,1.3333,2
1,2,2,5,8,2,0,3,7,8,0,1,2,1,1,1,0.0,0.0,32.34,0.6818,0.6667,2.0,0
2,1,2,10,9,0,0,3,1,7,2,0,1,0,0,1,0.45,0.27,18.07,0.6637,1.3333,0.0,1
2,3,0,7,4,3,0,2,7,9,2,1,0,2,0,1,1.0,0.0,27.58,0.6758,2.3333,1.0,1
2,1,2,12,11,1,1,2,1,10,2,1,0,0,0,2,0.45,0.27,-15.55,0.6192,1.5,1.0,0
3,1,1,14,4,5,0,0,15,4,2,0,1,3,0,0,1.0,0.0,-80.44,0.5281,1.75,3.0,2
0,3,2,5,8,2,1,2,4,4,0,3,0,1,0,2,0.0,0.0,-192.19,0.3704,0.5,1.0,2
3,2,0,8,2,0,2,3,5,9,1,1,1,0,1,2,0.5,0.0,215.84,0.8603,2.0,0.25,0
2,1,2,9,5,4,1,0,8,2,2,0,1,3,0,0,0.0,0.5,-211.92,0.3443,1.3333,2.3333,2
0,1,4,4,14,3,1,1,10,7,1,0,2,1,1,1,0.0,0.5,-191.05,0.3719,0.3333,2.3333,2
2,1,2,5,5,1,2,2,3,4,1,1,1,0,2,1,0.5,0.0,-42.83,0.5815,1.3333,0.6667,1
2,0,3,10,9,2,3,0,9,7,2,0,1,2,1,0,0.0,0.0,85.38,0.7441,1.0,1.0,0
3,1,1,8,7,1,1,3,1,8,2,1,0,0,2,1,1.0,0.0,181.21,0.8346,2.3333,1.0,1
1,2,2,5,5,2,2,1,7,6,0,2,1,0,2,1,0.0,0.5,-112.89,0.4815,0.6667,2.0,2
0,2,3,2,6,2,3,0,11,5,0,1,2,1,2,0,0.0,0.0,-356.12,0.1863,0.6667,2.3333,1
1,1,3,4,6,2,2,1,6,8,1,0,2,1,1,1,0.5,0.0,-45.28,0.5781,1.0,1.75,0
1,1,1,4,4,3,2,0,6,3,1,1,0,2,1,0,0.45,0.27,9.04,0.652,1.3333,2.3333,2
1,3,1,8,7,3,1,1,9,6,1,2,0,2,0,1,0.5,0.5,90.71,0.7498,1.3333,2.0,0
1,2,2,3,4,1,1,3,3,6,0,2,1,2,1,0,0.0,0.0,-45.75,0.5774,1.0,0.8,0
1,3,1,3,3,0,3,2,2,4,1,1,1,0,1,2,0.0,1.0,145.53,0.8043,1.25,0.75,0
1,2,2,3,5,2,1,2,6,6,1,0,1,2,0,1,0.45,0.27,-106.8,0.4902,1.0,1.4,2
1,1,3,6,10,2,2,1,11,7,1,1,1,1,2,0,0.5,0.0,-59.8,0.5576,1.3333,0.6667,2
1,2,2,8,8,1,0,3,1,7,1,1,1,0,0,2,0.45,0.27,83.88,0.7424,1.0,0.75,0
2,1,2,7,6,1,2,2,4,6,2,1,0,0,2,1,1.0,0.0,52.79,0.7067,1.4,1.0,0
0,2,3,3,9,2,3,0,5,3,0,2,1,1,2,0,0.5,0.5,-90.08,0.5143,0.5,1.5,2
2,1,2,8,7,2,2,1,5,6,1,1,1,1,1,1,0.0,0.5,-103.01,0.4957,1.5,2.0,2
3,1,1,13,6,2,1,2,7,7,2,1,0,0,1,2,0.5,0.5,63.95,0.7199,2.0,2.0,2
2,3,0,9,5,4,0,1,15,7,1,2,0,2,0,1,0.5,0.0,-118.59,0.4733,1.6667,3.0,2
2,2,1,6,5,3,0,2,15,11,2,0,1,1,0,2,0.5,0.0,-57.42,0.561,1.6667,1.0,0
0,0,5,2,14,0,0,3,3,11,1,0,2,0,0,1,0.45,0.27,-89.95,0.5145,0.0,0.0,1
2,2,1,8,7,1,1,3,6,11,1,1,1,1,1,1,0.5,0.5,106.52,0.7665,2.0,1.0,0
2,1,2,7,6,1,2,2,9,9,1,1,1,0,1,2,0.5,0.0,131.44,0.7912,1.5,1.25,1
2,0,3,9,7,2,3,0,6,3,2,1,0,1,2,0,0.0,1.0,-50.73,0.5704,1.5,2.0,1
3,1,1,8,7,5,0,0,18,3,2,0,1,3,0,0,0.0,0.5,-279.34,0.2626,1.75,3.0,1
1,1,3,2,13,1,1,3,2,5,1,1,0,1,1,1,0.45,0.27,-10.13,0.6265,0.8,0.6667,1
2,1,2,6,10,0,2,3,6,10,2,1,0,0,1,2,0.0,1.0,79.8,0.7379,1.4,0.4,0
0,1,4,3,10,2,1,2,8,8,0,1,2,1,1,1,0.0,0.0,-203.85,0.3548,0.2,1.4,0
3,2,0,9,2,2,1,2,5,5,2,1,0,0,1,1,0.45,0.27,282.03,0.9002,2.2,1.4,0
1,1,3,6,9,3,1,1,10,6,1,0,2,3,0,0,0.5,0.0,-147.68,0.4318,1.0,1.75,2
3,0,2,7,11,0,1,4,4,13,1,1,1,0,1,2,0.5,0.5,196.53,0.8464,2.25,0.25,0
2,2,1,8,6,4,1,0,10,5,1,1,1,2,1,0,0.0,0.0,-110.75,0.4845,1.25,2.5,0
0,2,2,5,7,0,0,5,5,15,0,1,1,0,0,3,0.45,0.27,64.3,0.7203,0.5,0.0,1
4,0,1,9,1,1,2,2,6,7,2,0,1,1,1,1,1.0,0.0,212.73,0.8582,2.25,1.25,0
0,0,4,1,8,0,2,2,2,7,0,0,2,0,1,1,0.45,0.27,-60.62,0.5564,0.0,0.5,1
2,1,2,9,4,2,0,3,8,10,1,0,2,1,0,2,0.5,0.5,72.89,0.7301,1.0,1.5,0
1,2,2,9,7,3,0,2,7,5,1,1,1,2,0,1,1.0,0.0,-41.26,0.5837,0.5,1.5,1
0,1,3,1,8,2,2,1,6,5,0,0,1,1,1,1,0.45,0.27,-42.68,0.5818,0.25,1.25,0
3,2,0,8,0,3,1,1,9,4,2,1,0,1,1,1,0.5,0.0,89.23,0.7482,2.0,2.25,1
1,2,2,1,6,1,1,2,6,7,1,0,2,0,0,1,0.45,0.27,-75.1,0.5358,1.0,1.0,1
4,0,1,16,7,1,0,4,6,10,1,1,1,2,0,1,1.0,0.0,375.93,0.9393,2.0,1.0,0
3,1,1,12,7,3,1,1,10,5,2,1,0,0,1,2,1.0,0.0,27.84,0.6761,1.3333,2.3333,0
0,0,3,1,6,2,3,0,7,5,0,0,1,1,2,0,0.45,0.27,-234.25,0.3159,0.0,2.3333,1
4,1,0,11,1,2,0,3,7,9,2,1,0,1,0,2,0.0,1.0,280.66,0.8995,2.5,1.5,0
2,0,3,9,10,1,2,2,4,7,1,1,1,2,1,0,0.5,0.5,72.08,0.7292,0.75,1.25,0
0,1,3,2,8,2,1,2,6,7,0,0,2,1,1,1,0.45,0.27,26.52,0.6744,0.25,1.75,1
0,2,3,4,15,1,0,3,3,9,0,1,2,0,0,2,0.45,0.27,-14.33,0.6208,0.25,0.75,0
2,1,2,6,9,4,1,0,14,5,2,0,1,3,0,0,0.5,0.0,-54.66,0.5649,1.0,2.5,2
0,3,2,2,4,1,1,3,2,6,0,2,1,0,2,1,0.45,0.27,-62.24,0.5541,0.6,0.8333,1
3,0,2,7,5,3,0,2,13,10,1,1,1,1,0,2,0.5,0.0,109.76,0.7699,1.6667,1.8,0
3,2,0,11,8,5,0,0,17,4,1,2,0,3,0,0,0.5,0.0,-162.56,0.4109,2.2,3.0,2
2,1,2,7,6,3,2,0,9,2,1,0,2,2,1,0,0.0,0.0,-211.3,0.3451,1.4,2.2,1
2,2,1,6,4,3,2,0,6,3,1,1,1,3,0,0,1.0,0.0,31.38,0.6805,2.0,2.0,1
5,0,0,14,4,4,1,0,8,2,3,0,0,3,0,0,0.0,0.5,57.27,0.712,3.0,2.5,1
1,3,1,8,8,2,2,1,9,7,0,3,0,0,2,1,0.5,0.0,-35.53,0.5917,0.75,1.75,0
0,3,2,3,6,0,3,2,4,9,0,1,2,0,1,2,0.0,1.0,-135.07,0.4497,0.75,0.75,2
0,3,2,3,5,4,1,0,8,4,1,1,1,2,1,0,1.0,0.0,40.65,0.692,0.75,2.5,0
2,3,0,11,5,1,3,1,12,9,2,1,0,0,1,2,1.0,0.0,167.42,0.8234,2.0,1.25,2
2,2,1,5,4,2,1,2,3,3,2,1,0,2,0,1,1.0,0.0,81.31,0.7396,1.6,1.3333,2
1,1,3,3,6,0,2,3,1,13,1,0,2,0,0,3,0.45,0.27,-38.82,0.5871,0.8333,0.8333,0
1,1,3,4,8,3,0,2,7,10,1,1,1,1,0,2,0.5,0.0,-2.39,0.6369,0.6667,1.6667,1
4,1,0,12,2,3,1,1,8,5,3,0,0,1,0,2,1.0,0.0,285.13,0.9018,2.3333,1.6667,0
2,0,3,10,11,0,2,2,3,7,2,0,1,0,1,2,0.45,0.27,160.11,0.8172,1.5,0.5,2
2,0,3,7,9,1,2,2,6,6,2,0,1,1,1,1,1.0,0.0,147.74,0.8063,1.1667,1.3333,1
5,0,0,20,4,0,3,2,2,4,3,0,0,0,1,2,0.5,0.5,399.7,0.9467,3.0,0.6667,0
0,1,4,5,10,2,1,2,5,5,0,2,1,0,2,1,0.0,0.5,-166.1,0.406,0.3333,1.3333,1
2,1,2,6,8,3,1,1,10,11,2,0,1,2,1,0,0.45,0.27,-83.43,0.5238,1.1667,1.8333,2
2,0,3,12,12,3,2,0,8,1,3,0,0,1,2,0,0.0,0.0,-162.75,0.4107,1.5,2.0,2
3,1,1,11,7,0,1,4,4,11,3,0,0,0,0,3,0.5,0.5,279.22,0.8987,1.75,0.25,0
1,0,4,5,12,2,0,3,8,10,1,0,1,1,0,2,0.45,0.27,-133.54,0.4519,0.6,1.2,0
4,1,0,17,4,2,1,2,9,6,2,0,1,0,0,3,0.5,0.5,248.71,0.8816,2.6,1.4,0
0,2,3,2,12,3,1,1,5,3,1,2,0,2,0,1,0.45,0.27,-32.34,0.5962,0.7143,1.5714,2
2,2,1,11,7,1,2,2,3,8,1,2,0,0,2,1,0.5,0.5,221.15,0.864,1.6,1.0,0
2,3,0,6,4,1,1,3,8,12,1,2,0,0,0,3,0.5,0.5,244.63,0.8791,2.0,1.0,0
3,0,2,9,6,0,1,3,1,6,2,1,0,0,0,2,0.45,0.27,63.98,0.7199,2.25,0.25,2
1,0,4,9,12,3,1,1,16,8,0,0,3,2,0,1,0.0,0.0,-270.07,0.2731,0.75,1.75,1
2,2,1,11,9,3,0,2,12,8,1,1,1,1,1,1,0.0,0.5,26.01,0.6738,1.25,1.5,2
1,0,4,5,12,3,2,0,6,3,0,1,2,0,2,1,0.0,0.5,-16.76,0.6175,0.75,2.0,0
4,0,1,18,7,4,0,1,15,10,3,0,0,3,0,0,0.0,0.5,-116.22,0.4767,3.0,2.25,1
2,3,0,5,2,2,1,2,14,6,1,2,0,1,0,2,0.0,0.0,7.92,0.6505,1.8,1.4,1
2,0,3,7,10,2,1,2,8,7,1,0,2,2,0,1,0.0,0.0,-159.93,0.4146,1.2,1.4,2
4,1,0,10,2,1,1,3,5,15,2,1,0,0,1,2,1.0,0.0,261.12,0.8888,2.6,0.8,0
0,2,3,2,5,3,0,2,10,8,0,3,0,1,0,2,0.5,0.0,-114.32,0.4794,0.5714,1.4286,0
